Latitude,Longitude,Date,Depth (m),Temperature (°C),Salinity (PSU),Pressure (dbar),DOXY (Âµmol/kg),Nitrate (Âµmol/L),Phosphate (Âµmol/L),Silicate (Âµmol/L),pH,Chlorophyll-a (mg/mÂ³),Density (kg/mÂ³),Potential Density (kg/mÂ³),Total Alkalinity (Âµmol/kg),pCOâ (Âµatm),Fluorescence (a.u.),Turbidity (NTU),PAR (Âµmol/mÂ²/s),Ocean Region
1.92,45.05,11/6/2024 13:59,666.6666667,16.32,35.269,666,165.41,16.21,1.833,27.2,7.958,0.052,998.95,999.08,2316.2,346.5,0.011,0.004,0,Western Indian Ocean
1.92,45.05,3/30/2025 8:58,777.7777778,13.35,35.394,778,102.01,16.05,1.58,31.6,7.9,0.014,999.65,999.81,2320.9,384.7,0.002,0.001,0,Western Indian Ocean
1.92,45.05,6/27/2025 19:01,888.8888889,11.61,37.231,890.9,83.32,19.52,1.818,35.67,7.889,0.015,1001.46,1001.64,2374.4,370.1,0.005,0.001,0,Western Indian Ocean
1.92,45.05,4/26/2025 3:06,1000,9.64,35.595,1000.2,148.56,24.32,2.426,41.18,7.897,0.005,1000.55,1000.75,2298.7,338.8,0.001,0,0,Western Indian Ocean
-9.56,55.27,7/12/2025 18:57,0,29.39,35.422,-2,203.11,3.16,0.219,1.94,8.138,1.044,996.46,996.46,2390.2,373.7,0.454,2.968,2000,Western Indian Ocean
-9.56,55.27,6/30/2025 8:51,111.1111111,26.17,35.904,112.1,190.93,3.02,0.508,5.59,8.096,0.208,997.49,997.51,2359.6,356.2,0.812,1.47,216.7,Western Indian Ocean
-9.56,55.27,4/21/2025 10:51,222.2222222,23.76,34.453,221.4,189.38,8.09,0.868,9.35,8.049,0.061,996.81,996.85,2238.7,367.1,0.077,0.452,23.5,Western Indian Ocean
-9.56,55.27,12/18/2024 7:39,333.3333333,22.14,36.436,331.8,189.87,9.79,1.005,15.06,7.955,0.042,998.72,998.79,2278.8,402.6,0.185,0.135,2.5,Western Indian Ocean
-9.56,55.27,4/17/2025 11:53,444.4444444,20.82,36.595,443.5,153.95,10.02,1.054,18.2,7.972,0.115,999.11,999.2,2456.2,354.6,0.1,0.012,0.3,Western Indian Ocean
-9.56,55.27,5/2/2024 6:41,555.5555556,18.11,35.963,557.5,149.15,14.17,1.231,22.6,7.908,0.084,999.15,999.26,2402.3,398.1,0.043,0.018,0,Western Indian Ocean
-9.56,55.27,4/25/2024 7:42,666.6666667,15.88,36.082,666.8,97.31,16.27,1.368,28,7.931,0.032,999.69,999.82,2332.4,352.1,0.007,0.006,0,Western Indian Ocean
-9.56,55.27,7/18/2024 20:41,777.7777778,13.83,36.387,777.4,144.03,16.08,1.678,31.55,7.929,0.019,1000.34,1000.5,2424.9,344.9,0.001,0.001,0,Western Indian Ocean
-9.56,55.27,8/3/2025 15:13,888.8888889,10.98,36.033,887.9,178.14,21.13,1.958,37.44,7.899,0.008,1000.63,1000.81,2423.9,334.3,0.003,0.001,0,Western Indian Ocean
-9.56,55.27,2/1/2024 5:27,1000,9.72,35.625,999.2,162.34,21.84,2.021,40.27,7.751,0.001,1000.56,1000.76,2412.4,368,0.002,0,0,Western Indian Ocean
18.92,72.13,2/22/2025 6:52,0,29.94,34.209,-0.3,230.19,0.82,0.365,1.42,8.159,1.402,995.38,995.38,2344.2,400.2,1.024,0.999,2000,Arabian Sea
18.92,72.13,1/28/2024 23:52,111.1111111,26.3,35.331,111.9,175.85,2.26,0.444,5.21,8.113,0.637,997,997.02,2248.3,387.3,0.54,1.589,216.7,Arabian Sea
18.92,72.13,4/21/2024 17:54,222.2222222,23.56,34.608,223.2,154.49,5.59,0.445,10.65,8.037,0.054,996.97,997.01,2205.4,404.1,0.027,0.455,23.5,Arabian Sea
18.92,72.13,7/23/2025 14:57,333.3333333,23.25,35.555,332.5,152.85,6.96,0.698,14.62,8.086,0.083,997.79,997.86,2255.1,399.6,0.217,0.175,2.5,Arabian Sea
18.92,72.13,1/13/2024 15:14,444.4444444,19.12,36.134,444.3,166.27,9.79,1.121,18.03,7.953,0.074,999.08,999.17,2308.5,398.5,0.02,0.013,0.3,Arabian Sea
18.92,72.13,3/5/2025 5:02,555.5555556,18.03,35.096,557.4,135.42,12.66,1.448,23.05,7.956,0.038,998.47,998.58,2335.9,374.2,0.036,0.016,0,Arabian Sea
18.92,72.13,10/16/2024 17:40,666.6666667,14.9,36.036,667.6,176.3,16.97,1.7,28.04,7.999,0.052,999.85,999.98,2261.1,379.9,0.018,0.005,0,Arabian Sea
18.92,72.13,2/16/2025 18:29,777.7777778,14.37,36.684,776.4,92.52,20.49,1.666,31.93,7.95,0.021,1000.47,1000.63,2442.1,347.3,0.002,0.002,0,Arabian Sea
18.92,72.13,1/17/2025 7:15,888.8888889,11.94,37.117,887.5,152.06,18.35,1.984,36.59,7.855,0.002,1001.31,1001.49,2504.6,320.2,0.002,0.001,0,Arabian Sea
18.92,72.13,4/10/2025 21:09,1000,9.93,37.219,998.4,77.23,20.58,2.262,41.77,7.816,0.004,1001.79,1001.99,2321.3,351.2,0.001,0,0,Arabian Sea
-4.03,106.85,3/23/2025 3:39,0,29.19,35.364,0.3,156.99,0.37,0.329,1.77,8.108,0.368,996.45,996.45,2272.5,386.5,1.536,2.693,2000,Eastern Indian Ocean
-4.03,106.85,4/10/2024 20:25,111.1111111,26.58,34.222,111.6,234.13,4.86,0.387,6.31,8.006,0.35,996.06,996.08,2199.7,408.2,0.464,0.83,216.7,Eastern Indian Ocean
-4.03,106.85,12/13/2024 1:45,222.2222222,24.01,34.34,221.4,154.22,6.69,0.699,9.38,8.059,0.311,996.67,996.71,2335.4,393.2,0.395,0.017,23.5,Eastern Indian Ocean
-4.03,106.85,11/8/2024 7:16,333.3333333,22.76,36.128,335.1,206.85,7.16,0.801,13.65,7.959,0.14,998.35,998.42,2351.7,378,0.163,0.085,2.5,Eastern Indian Ocean
-4.03,106.85,4/27/2024 8:36,444.4444444,19.65,35.308,444.2,195.48,9.89,1.162,18.69,7.96,0.034,998.32,998.41,2314.6,393.5,0.013,0.014,0.3,Eastern Indian Ocean
-4.03,106.85,6/13/2024 13:26,555.5555556,17.44,36.476,553.8,108.87,12.88,1.402,23.44,7.921,0.026,999.69,999.8,2443.4,389.8,0.043,0.006,0,Eastern Indian Ocean
-4.03,106.85,8/24/2024 6:25,666.6666667,16.2,36.966,668.1,172.17,13.89,1.602,27.41,7.896,0.041,1000.33,1000.46,2468.1,358.1,0.017,0.001,0,Eastern Indian Ocean
-4.03,106.85,3/25/2025 2:47,777.7777778,12.66,36.317,779.2,96.13,18.03,1.767,32.27,7.845,0.027,1000.52,1000.68,2382.4,379.8,0.005,0.002,0,Eastern Indian Ocean
-4.03,106.85,1/24/2024 15:57,888.8888889,10.45,36.524,890.3,146,22.55,1.973,36.74,7.791,0.008,1001.13,1001.31,2315.2,318.2,0.003,0,0,Eastern Indian Ocean
-4.03,106.85,4/11/2025 11:56,1000,9.96,36.656,1001.8,71.24,23.13,2.399,41.23,7.714,0.007,1001.33,1001.53,2409.7,332,0,0,0,Eastern Indian Ocean
-8.58,61.79,5/20/2024 5:22,0,29.02,35.101,0,215.31,1.87,0.314,0.95,8.195,1.034,996.28,996.28,2371.6,362.4,1.535,2.572,2000,South Indian Ocean
-8.58,61.79,3/19/2025 7:16,111.1111111,27.39,35.092,111.3,195.53,2.93,0.59,5.99,8.085,0.57,996.6,996.62,2258.5,367.7,0.52,0.516,216.7,South Indian Ocean
-8.58,61.79,2/26/2025 3:09,222.2222222,24.91,34.861,221.5,181.87,7.21,0.711,10.6,7.969,0.267,996.91,996.95,2361.4,419.5,0.123,0.175,23.5,South Indian Ocean
-8.58,61.79,9/23/2024 8:42,333.3333333,21.99,35.566,335.1,132.47,7.44,1.031,13.73,8.085,0.017,998.05,998.12,2354.7,390.1,0.077,0.084,2.5,South Indian Ocean
-8.58,61.79,1/28/2024 0:37,444.4444444,21.07,35.794,443.9,208.49,13.34,1.356,19.45,8.038,0.144,998.42,998.51,2405.6,344.9,0.086,0.045,0.3,South Indian Ocean
-8.58,61.79,9/26/2024 8:02,555.5555556,17.19,36.105,555.8,109.6,12.55,1.379,22.92,7.887,0.017,999.45,999.56,2345.9,348.9,0.014,0.018,0,South Indian Ocean
-8.58,61.79,9/17/2024 2:58,666.6666667,15.92,35.981,667.5,173.68,14.71,1.735,27.33,7.963,0.007,999.6,999.73,2418.7,338.8,0.02,0.003,0,South Indian Ocean
-8.58,61.79,5/30/2024 14:52,777.7777778,14.03,35.748,776.6,167,17.19,1.681,32.68,7.914,0.021,999.79,999.95,2400,365.5,0.005,0.001,0,South Indian Ocean
-8.58,61.79,3/25/2024 23:08,888.8888889,11.52,36.656,888.5,137.04,20.42,2.009,35.59,7.836,0.006,1001.02,1001.2,2317,375.7,0,0.001,0,South Indian Ocean
-8.58,61.79,5/23/2024 20:43,1000,8.91,36.7,1001.3,162.21,24.86,2.235,40.22,7.706,0.003,1001.58,1001.78,2392.5,306.7,0.002,0,0,South Indian Ocean
-22.61,97.8,1/15/2024 5:42,0,28.23,34.988,-0.8,222.28,0.43,0.016,0.73,8.172,0.882,996.34,996.34,2237,382.7,0.989,3.761,2000,South Indian Ocean
-22.61,97.8,1/11/2024 6:52,111.1111111,27.08,35.403,110,196.91,7.15,0.23,5.66,8.061,0.55,996.91,996.93,2235.4,420.1,0.356,0.304,216.7,South Indian Ocean
-22.61,97.8,5/28/2024 2:15,222.2222222,24.69,34.808,221,194.71,4.62,0.473,8.91,7.96,0.195,996.91,996.95,2360.6,372.5,0.321,0.286,23.5,South Indian Ocean
-22.61,97.8,10/26/2024 11:34,333.3333333,22.1,35.157,332.1,188.56,7.96,0.934,14.9,8.027,0.129,997.71,997.78,2211.2,376.2,0.179,0.006,2.5,South Indian Ocean
-22.61,97.8,7/27/2024 2:15,444.4444444,20.09,36.032,445.5,198.2,11.11,0.914,19.5,7.979,0.108,998.81,998.9,2312.3,396,0.079,0.014,0.3,South Indian Ocean
-22.61,97.8,2/17/2024 19:56,555.5555556,18.47,36.301,554.1,175.56,14.74,1.347,23.86,7.989,0.041,999.35,999.46,2336.7,356.9,0.036,0.001,0,South Indian Ocean
-22.61,97.8,8/24/2024 17:31,666.6666667,14.7,35.334,667.7,98.01,17.13,1.399,26.83,7.877,0.04,999.33,999.46,2231.7,365.3,0.017,0.001,0,South Indian Ocean
-22.61,97.8,7/6/2025 13:51,777.7777778,14.2,35.197,778.4,162.2,18.37,2.05,32.01,7.853,0.024,999.32,999.48,2396.4,384.8,0.006,0,0,South Indian Ocean
-22.61,97.8,3/28/2024 19:35,888.8888889,11.13,36.334,890.7,175.5,21.26,2.083,35.89,7.745,0.015,1000.84,1001.02,2390.3,328,0.003,0.001,0,South Indian Ocean
-22.61,97.8,6/13/2024 5:22,1000,8.63,36.161,999.9,80.63,24.02,2.364,40.81,7.852,0.007,1001.2,1001.4,2271.2,321.6,0.002,0,0,South Indian Ocean
13.25,71.84,5/21/2024 18:01,0,29.23,34.089,-1.1,151.43,0.35,0.2,1.93,8.163,0.461,995.43,995.43,2200,389.2,1.367,1.699,2000,Arabian Sea
13.25,71.84,2/14/2024 11:58,111.1111111,27.22,35.081,112.6,219.87,5.31,0.682,4.85,8.163,0.746,996.62,996.64,2351.1,415.6,0.764,0.849,216.7,Arabian Sea
13.25,71.84,8/19/2024 1:26,222.2222222,24.9,35.682,222.1,144.22,6.63,0.495,9.03,8.072,0.221,997.57,997.61,2247,376.5,0.146,0.255,23.5,Arabian Sea
13.25,71.84,12/16/2024 13:59,333.3333333,22.21,36.255,333.1,219.41,8.45,0.75,14.98,7.952,0.209,998.56,998.63,2443.1,376,0.012,0.14,2.5,Arabian Sea
13.25,71.84,5/23/2024 16:01,444.4444444,19.66,34.76,444.7,163.04,13.37,0.96,17.79,7.889,0.009,997.88,997.97,2201.6,343,0.065,0.038,0.3,Arabian Sea
13.25,71.84,3/31/2025 23:17,555.5555556,17.43,35.928,556.9,136.75,12.86,1.398,23.85,7.917,0.046,999.26,999.37,2346.4,391.2,0.026,0.009,0,Arabian Sea
13.25,71.84,10/11/2024 6:12,666.6666667,16.57,36.591,666.2,137.34,17.07,1.554,26.67,7.936,0.016,999.96,1000.09,2406.9,343.2,0.015,0.005,0,Arabian Sea
13.25,71.84,12/7/2024 4:07,777.7777778,13.68,36.514,778.1,185.55,20.02,1.966,32.2,7.872,0.005,1000.48,1000.64,2413.8,385.2,0.007,0.001,0,Arabian Sea
13.25,71.84,11/22/2024 6:47,888.8888889,12,37.201,890.3,166.74,22.57,1.797,36.35,7.872,0.017,1001.36,1001.54,2343.7,335.6,0.001,0.001,0,Arabian Sea
13.25,71.84,5/12/2024 23:23,1000,8.57,36.277,998.7,146.35,22.89,2.355,40.44,7.729,0.009,1001.31,1001.51,2368,359.7,0.001,0,0,Arabian Sea
18.86,93.84,6/20/2025 1:16,0,28.04,35.725,0.2,247.63,3.09,0.124,1.72,8.117,1.098,996.97,996.97,2312.3,418.3,1.184,1.77,2000,Bay of Bengal
18.86,93.84,10/6/2024 4:12,111.1111111,27.59,36.036,110.5,183.3,4.52,0.658,6.44,8.14,0.176,997.31,997.33,2257.4,387.1,0.887,0.182,216.7,Bay of Bengal
18.86,93.84,2/22/2024 6:20,222.2222222,25.09,34.964,224.1,174.48,6.02,0.64,10,8.012,0.104,996.95,996.99,2293.3,385.1,0.067,0.463,23.5,Bay of Bengal
18.86,93.84,4/11/2025 17:08,333.3333333,21.81,34.631,331.6,220.49,7.04,1.093,15.29,7.911,0.252,997.34,997.41,2341.5,367.6,0.148,0.026,2.5,Bay of Bengal
18.86,93.84,6/14/2025 22:15,444.4444444,19.56,35.899,445.5,131.62,12.66,1.203,19.37,7.978,0.149,998.81,998.9,2417.3,374.1,0.023,0.038,0.3,Bay of Bengal
18.86,93.84,5/5/2024 3:37,555.5555556,17.26,35.804,557,202.41,11.88,1.464,23.98,7.908,0.003,999.19,999.3,2395.6,378.4,0.021,0.017,0,Bay of Bengal
18.86,93.84,10/15/2024 9:17,666.6666667,15.51,36.489,665.6,174.31,15.64,1.366,27.22,7.965,0.024,1000.09,1000.22,2307.6,378.7,0.009,0.001,0,Bay of Bengal
18.86,93.84,1/27/2024 0:06,777.7777778,14.33,35.397,775.9,107.56,17.21,1.864,32.48,7.917,0.002,999.45,999.61,2247,387,0.002,0.001,0,Bay of Bengal
18.86,93.84,3/11/2025 1:05,888.8888889,11.17,37.115,888.7,91.52,17.8,2.192,36.68,7.75,0.005,1001.46,1001.64,2324.3,310.4,0.003,0.001,0,Bay of Bengal
18.86,93.84,11/25/2024 5:07,1000,9.13,35.813,998.4,104.9,22.98,2.256,41.86,7.862,0.008,1000.82,1001.02,2278.9,366.4,0.001,0,0,Bay of Bengal
-5.12,91.18,4/22/2024 20:33,0,29.95,35.636,0.3,153.4,2.35,0.105,0.89,8.02,1.228,996.52,996.52,2241.6,380.2,0.695,1.036,2000,South Indian Ocean
-5.12,91.18,2/10/2024 22:17,111.1111111,27.06,35.034,111.3,185.63,3.03,0.573,5.4,8.138,0.615,996.62,996.64,2247.7,383.1,0.535,0.869,216.7,South Indian Ocean
-5.12,91.18,8/25/2025 2:58,222.2222222,24.83,35.921,221.8,230.69,8.22,0.765,8.97,8.063,0.478,997.77,997.81,2408.7,410,0.409,0.39,23.5,South Indian Ocean
-5.12,91.18,1/26/2025 11:49,333.3333333,22.83,34.831,333.5,210.22,8.41,1.011,14.81,7.945,0.012,997.3,997.37,2334,412,0.071,0.125,2.5,South Indian Ocean
-5.12,91.18,6/3/2025 12:14,444.4444444,20.24,36.621,446.1,186.98,12.84,1.311,18.01,8.012,0.036,999.25,999.34,2410,376,0.061,0.03,0.3,South Indian Ocean
-5.12,91.18,10/4/2024 20:27,555.5555556,17.35,36.311,556.4,158.12,11.47,1.428,23.59,7.897,0.061,999.58,999.69,2388.5,352.5,0.034,0.016,0,South Indian Ocean
-5.12,91.18,10/5/2024 22:33,666.6666667,15.83,35.614,667.1,193.29,17.07,1.486,27.4,7.81,0.023,999.33,999.46,2362.9,352.2,0.008,0.005,0,South Indian Ocean
-5.12,91.18,1/30/2024 2:00,777.7777778,12.7,35.385,778.2,148.06,19.95,1.728,31.18,7.888,0.018,999.77,999.93,2346.7,314,0.001,0.001,0,South Indian Ocean
-5.12,91.18,3/22/2025 19:44,888.8888889,10.74,37.182,887.5,160.81,21.44,1.987,36.14,7.831,0.007,1001.6,1001.78,2463,355,0.002,0,0,South Indian Ocean
-5.12,91.18,3/29/2025 20:30,1000,9.29,37.178,998.8,111.73,22.7,2.026,41.15,7.856,0.007,1001.88,1002.08,2393.7,303.8,0.002,0,0,South Indian Ocean
14.2,72.84,5/2/2024 3:55,0,29.67,35.419,-0.8,205.78,0.58,0.436,0.31,8.055,1.185,996.4,996.4,2365.3,399.4,0.59,4.015,2000,Arabian Sea
14.2,72.84,3/21/2024 21:40,111.1111111,27.52,35.513,110.2,191.4,4.96,0.301,5.8,7.987,0.196,996.91,996.93,2417.9,377.5,0.148,0.835,216.7,Arabian Sea
14.2,72.84,1/28/2024 22:15,222.2222222,24.37,34.851,220.3,184.58,9.37,0.611,10.56,8.056,0.086,997.01,997.05,2304.5,408.7,0.179,0.177,23.5,Arabian Sea
14.2,72.84,6/16/2024 20:04,333.3333333,23.05,35.529,334.1,172.84,9.31,1.029,14.19,8.027,0.191,997.81,997.88,2248.4,354.8,0.094,0.078,2.5,Arabian Sea
14.2,72.84,6/1/2025 22:39,444.4444444,19.47,35.254,445.2,125.52,13.58,1.257,19.17,7.933,0.133,998.31,998.4,2231.3,340.8,0.074,0.015,0.3,Arabian Sea
14.2,72.84,1/8/2025 4:40,555.5555556,17.15,35.41,555.8,182.68,13.53,1.593,23.33,7.918,0.08,998.9,999.01,2341,350.6,0.025,0.004,0,Arabian Sea
14.2,72.84,11/2/2024 13:05,666.6666667,15.86,35.673,668.2,112.16,13.61,1.605,27.24,7.821,0.012,999.37,999.5,2394.6,390,0.015,0.005,0,Arabian Sea
14.2,72.84,3/2/2024 22:33,777.7777778,13.08,35.843,776.6,100.77,17.92,1.821,32.26,7.788,0.019,1000.06,1000.22,2433.4,325,0.009,0.002,0,Arabian Sea
14.2,72.84,12/15/2024 11:13,888.8888889,11.98,36.088,890.8,155.33,18.28,2.148,36.01,7.77,0.007,1000.47,1000.65,2412.4,377.3,0.005,0,0,Arabian Sea
14.2,72.84,7/19/2024 19:40,1000,8.03,36.345,998.8,134.46,22.65,2.025,40.35,7.764,0,1001.47,1001.67,2373.2,314.9,0.001,0,0,Arabian Sea
-24.27,66.8,5/18/2024 12:28,0,28.8,35.49,-0.8,164.26,3.88,0.438,1.54,8.057,0.449,996.63,996.63,2273.6,426.2,1.743,1.975,2000,South Indian Ocean
-24.27,66.8,8/27/2025 15:45,111.1111111,26.24,34.311,109.2,207.15,5.03,0.302,5.03,8.024,0.859,996.2,996.22,2225.1,368.8,0.062,0.877,216.7,South Indian Ocean
-24.27,66.8,7/12/2025 19:43,222.2222222,23.68,35.758,220.7,163.53,7.15,0.678,9.17,8.027,0.088,997.87,997.91,2265.7,373.7,0.284,0.306,23.5,South Indian Ocean
-24.27,66.8,5/28/2024 13:11,333.3333333,23.26,34.969,334.4,170.15,8.44,0.767,14.19,8.026,0.147,997.32,997.39,2372.5,412.8,0.038,0.129,2.5,South Indian Ocean
-24.27,66.8,6/22/2024 9:03,444.4444444,21.1,35.096,443.6,120.54,11.72,0.988,18.23,8.006,0.016,997.86,997.95,2213.8,390.7,0.008,0.015,0.3,South Indian Ocean
-24.27,66.8,2/13/2024 1:23,555.5555556,17.44,35.413,557.5,144.79,13.47,1.578,23.73,7.927,0.06,998.84,998.95,2223.4,345.2,0.003,0.017,0,South Indian Ocean
-24.27,66.8,7/3/2025 20:38,666.6666667,15.05,35.22,667.2,187.78,17.39,1.462,26.95,7.922,0.015,999.17,999.3,2291.5,333.6,0.006,0.006,0,South Indian Ocean
-24.27,66.8,4/26/2024 19:47,777.7777778,13.47,37.066,776.4,91.17,17.05,1.745,32.11,7.783,0.028,1000.96,1001.12,2419,325.1,0.009,0.001,0,South Indian Ocean
-24.27,66.8,11/11/2024 22:23,888.8888889,11.24,35.497,888.5,85.75,19.76,1.993,36.39,7.788,0.012,1000.15,1000.33,2266.1,362.5,0.002,0.001,0,South Indian Ocean
-24.27,66.8,8/11/2025 23:46,1000,8.94,37.397,1001.7,97.94,23.27,2.301,40.3,7.828,0.01,1002.13,1002.33,2461.4,355.3,0.001,0,0,South Indian Ocean
19.93,64.38,11/4/2024 20:31,0,29.75,35.478,-0.1,241.01,1.83,0.336,1.59,8.09,1.216,996.43,996.43,2328.1,396.5,0.853,2.502,2000,Arabian Sea
19.93,64.38,3/28/2024 18:41,111.1111111,27.28,35.535,112,170.16,6.46,0.498,4.98,8.022,0.755,996.97,996.99,2310.2,423.6,0.823,0.454,216.7,Arabian Sea
19.93,64.38,1/18/2024 16:26,222.2222222,25.55,36.062,224.2,177.55,6.62,0.535,9.18,8.012,0.352,997.74,997.78,2256,388.8,0.071,0.422,23.5,Arabian Sea
19.93,64.38,7/27/2025 15:18,333.3333333,21.5,35.954,334.2,135.78,7.46,0.693,14.45,8.017,0.243,998.46,998.53,2411.3,404.7,0.126,0.056,2.5,Arabian Sea
19.93,64.38,1/7/2024 5:58,444.4444444,19.42,36.457,443.6,178.64,10.52,0.963,19.71,8.032,0.078,999.28,999.37,2289.4,392.3,0.036,0.044,0.3,Arabian Sea
19.93,64.38,1/21/2025 16:20,555.5555556,18,35.089,556.6,140.65,14.46,1.388,22.43,7.956,0.073,998.47,998.58,2330.9,371.2,0.034,0.015,0,Arabian Sea
19.93,64.38,3/17/2024 11:35,666.6666667,16.49,36.159,665.8,133.94,14.59,1.627,27.17,7.971,0.045,999.63,999.76,2335.6,347,0.014,0.003,0,Arabian Sea
19.93,64.38,6/14/2024 14:51,777.7777778,13.86,35.226,777.9,110.37,20.29,1.774,33.03,7.821,0.029,999.41,999.57,2234.1,318,0.008,0.002,0,Arabian Sea
19.93,64.38,5/8/2025 18:38,888.8888889,10.82,36.565,889.3,90.11,22.39,2.222,35.61,7.913,0.005,1001.09,1001.27,2461,368.7,0.004,0,0,Arabian Sea
19.93,64.38,2/27/2025 22:21,1000,9.98,35.617,998.2,156.82,23.4,2.458,41.04,7.734,0.007,1000.5,1000.7,2400,346.9,0.001,0,0,Arabian Sea
-7.22,57.48,11/19/2024 2:41,0,28.11,35.577,0.2,191.52,3.59,0.444,1.38,8.053,0.155,996.84,996.84,2305.3,396.7,0.393,2.451,2000,Western Indian Ocean
-7.22,57.48,8/20/2024 23:27,111.1111111,26.86,34.372,111.9,231.32,6.96,0.544,5.23,8.043,0.718,996.13,996.15,2168.9,412.8,0.811,1.012,216.7,Western Indian Ocean
-7.22,57.48,11/14/2024 21:35,222.2222222,25.25,34.616,222.5,217.13,9.06,0.807,10.14,8.018,0.388,996.64,996.68,2255.6,368.2,0.056,0.08,23.5,Western Indian Ocean
-7.22,57.48,12/8/2024 23:29,333.3333333,22.33,36.343,333.1,201.26,11.65,0.886,13.61,7.937,0.027,998.61,998.68,2362.9,397.2,0.069,0.071,2.5,Western Indian Ocean
-7.22,57.48,4/18/2024 22:03,444.4444444,19.71,35.894,443.5,166.89,11.24,1.248,18.42,7.965,0.086,998.77,998.86,2397.4,400.6,0.036,0.028,0.3,Western Indian Ocean
-7.22,57.48,4/21/2025 2:52,555.5555556,17.82,36.261,556.7,197.78,12.6,1.538,24.01,7.873,0.049,999.44,999.55,2367.7,355.7,0.045,0.001,0,Western Indian Ocean
-7.22,57.48,5/25/2025 10:20,666.6666667,16.63,36.395,665.5,167.49,15.03,1.36,27.02,7.872,0.002,999.79,999.92,2343.9,334.3,0.011,0.004,0,Western Indian Ocean
-7.22,57.48,8/6/2025 23:41,777.7777778,13.54,35.807,776,160.29,15.61,1.789,31.45,7.804,0.029,999.94,1000.1,2376.2,351.5,0.002,0,0,Western Indian Ocean
-7.22,57.48,9/19/2024 15:56,888.8888889,11.83,36.395,888.5,165.71,21.14,1.807,37.25,7.814,0.006,1000.75,1000.93,2319.5,348.9,0.002,0,0,Western Indian Ocean
-7.22,57.48,8/12/2025 15:38,1000,8.66,35.547,999,141.52,22.03,2.313,40.51,7.873,0.01,1000.71,1000.91,2340,312.8,0,0,0,Western Indian Ocean
-1.06,106.22,1/18/2025 22:44,0,29.62,35.015,0,163.55,3.49,0.188,1.24,8.108,0.204,996.09,996.09,2348.2,419.3,1.443,3.45,2000,Eastern Indian Ocean
-1.06,106.22,2/26/2025 11:35,111.1111111,26.35,35.578,111.4,165.92,7.22,0.458,4.91,8.092,0.824,997.19,997.21,2332.2,415.2,0.835,0.736,216.7,Eastern Indian Ocean
-1.06,106.22,8/7/2025 10:47,222.2222222,23.77,34.707,223.8,167.18,8.91,0.667,9.32,8.048,0.458,997.01,997.05,2322.3,355,0.384,0.47,23.5,Eastern Indian Ocean
-1.06,106.22,1/30/2025 3:11,333.3333333,22.65,34.727,334.7,150.68,11.38,1.161,15.25,7.978,0.246,997.25,997.32,2197.5,352,0.104,0.074,2.5,Eastern Indian Ocean
-1.06,106.22,12/31/2024 14:37,444.4444444,20.5,36.216,445.5,210.89,11.77,1.193,18.18,7.987,0.117,998.87,998.96,2279.7,388,0.036,0.054,0.3,Eastern Indian Ocean
-1.06,106.22,8/13/2025 18:27,555.5555556,18.6,36.085,556.4,132.54,11.43,1.308,22.67,7.989,0.078,999.15,999.26,2347.8,368.2,0.044,0.006,0,Eastern Indian Ocean
-1.06,106.22,1/7/2024 19:14,666.6666667,15.27,35.919,667.2,187.64,13.66,1.745,27.11,7.925,0.036,999.68,999.81,2387.4,360.4,0.021,0.001,0,Eastern Indian Ocean
-1.06,106.22,7/25/2025 19:56,777.7777778,14.34,36.626,777.4,138.78,18.9,1.636,32.2,7.941,0.023,1000.43,1000.59,2335,339,0.008,0,0,Eastern Indian Ocean
-1.06,106.22,3/9/2025 8:19,888.8888889,11.17,35.396,889.1,145.4,18.61,2.116,37.39,7.766,0.006,1000.08,1000.26,2318.6,375.4,0.005,0,0,Eastern Indian Ocean
-1.06,106.22,8/5/2024 11:46,1000,8.97,37.172,1000.8,111.82,22.27,2.384,40.97,7.838,0.008,1001.94,1002.14,2334.9,304.8,0.002,0,0,Eastern Indian Ocean
16.94,60.3,1/21/2025 6:19,0,28.33,35.263,0.2,162.36,1.6,0.386,1.05,8.088,0.672,996.54,996.54,2358,379.2,1.73,2.398,2000,Arabian Sea
16.94,60.3,3/4/2025 17:30,111.1111111,26.99,35.711,112.4,151.64,6.25,0.456,5.3,8.052,0.546,997.17,997.19,2434,379.2,0.391,0.911,216.7,Arabian Sea
16.94,60.3,6/2/2024 7:11,222.2222222,24.65,34.654,222.3,198.89,8.6,0.777,10.04,8.07,0.038,996.79,996.83,2292.3,358.2,0.122,0.513,23.5,Arabian Sea
16.94,60.3,5/24/2025 14:33,333.3333333,22.25,36.291,333.4,171.86,10.07,1.058,13.81,8.005,0.132,998.58,998.65,2298.6,382.1,0.064,0.142,2.5,Arabian Sea
16.94,60.3,4/7/2025 9:02,444.4444444,20.31,35.075,445,147.79,9.99,1.115,19.02,7.968,0.119,998,998.09,2369.4,371.8,0.09,0.012,0.3,Arabian Sea
16.94,60.3,6/28/2024 15:42,555.5555556,18.14,35.169,557.2,188.02,11.27,1.471,23.2,7.874,0.024,998.51,998.62,2378.2,338.9,0.01,0.018,0,Arabian Sea
16.94,60.3,8/24/2024 18:35,666.6666667,16.38,35.735,665.2,132.6,17.55,1.811,27.24,7.886,0.028,999.31,999.44,2412,371.6,0.019,0.006,0,Arabian Sea
